"","STORE_R","COMMODITY","totalSPEND","totalUnit","sale_percentage","unit_percentage"
"1","WEST   ","ACTIVITY                      ",3871.6,795,0.0399954275709862,0.0226268813042191
"2","WEST   ","ALCOHOL                       ",788664.56,89036,8.14727148653883,2.53409686012887
"3","WEST   ","AUTO                          ",6356.28,1635,0.065663326883177,0.0465345294747148
"4","WEST   ","BABY                          ",93885.97,22446,0.969885709543027,0.638846512898745
"5","WEST   ","BAKERY                        ",381600,155398,3.94210537273694,4.42285798856987
"6","WEST   ","BEVERAGE - NON WATER          ",462631.24,222084,4.77919574633111,6.32084063844805
"7","WEST   ","BEVERAGE - WATER              ",154317.29,92856,1.5941693344214,2.64281973633279
"8","WEST   ","BULK PRODUCTS                 ",45068.76,11097,0.465581239356896,0.315837109223798
"9","WEST   ","CANNED GOODS                  ",137645.48,119078,1.42194178784317,3.3891368200551
"10","WEST   ","CLOTHING                      ",70106.49,7987,0.724232628125599,0.22732188802113
"11","WEST   ","COSMETICS                     ",26704.18,5403,0.275866591856746,0.153777408410938
"12","WEST   ","DAIRY                         ",692606.63,331197,7.15494842064001,9.42635875133769
"13","WEST   ","DELI                          ",243335.13,54862,2.51376499829309,1.56145404039254
"14","WEST   ","DRY GOODS                     ",139793.96,114372,1.44413658488515,3.25519706732849
"15","WEST   ","ELECTRONICS                   ",7767.41,679,0.0802409556951012,0.0193253489378173
"16","WEST   ","FLORAL                        ",72852.98,8803,0.752605146430547,0.250546460529611
"17","WEST   ","FROZEN FOOD                   ",633768.45,232515,6.54712267247422,6.61772239805096
"18","WEST   ","GIFT                          ",55786.23,15616,0.57629768607898,0.444454564083882
"19","WEST   ","GROCERY STAPLE                ",1835614.74,796304,18.9627534822566,22.6639950818552
"20","WEST   ","HOLIDAY                       ",14042.09,5095,0.145061316649517,0.145011270748423
"21","WEST   ","HOUSEHOLD                     ",562579.99,142302,5.81171279133463,4.05012636899747
"22","WEST   ","IN STORE FOOD SERVICE         ",264005.7,70176,2.72730159434795,1.99731323572941
"23","WEST   ","INTERNATIONAL FOOD            ",168728.04,87423,1.74303908022897,2.48818848334434
"24","WEST   ","MEAT - BEEF                   ",412642.13,48705,4.26278500443033,1.38621667159999
"25","WEST   ","MEAT - CHICKEN                ",251316.76,46816,2.59621894616048,1.33245292470229
"26","WEST   ","MEAT - OTHER                  ",178935.09,50382,1.84848265110107,1.43394658348323
"27","WEST   ","MEAT - PORK                   ",103171.53,17159,1.06580986039437,0.488370636854209
"28","WEST   ","MEAT - POULTRY                ",6096.13,1348,0.0629758564620095,0.0383660830164621
"29","WEST   ","MEAT - SAUSAGE                ",64805.28,22823,0.66946866475294,0.649576493089551
"30","WEST   ","MEAT - TURKEY                 ",43542.47,8227,0.449813954217078,0.234152644641271
"31","WEST   ","MEDICAL SUPPLIES              ",3959.08,310,0.0408991366328495,0.0088230606343496
"32","WEST   ","MEDICATION                    ",151362.52,24484,1.56364518690514,0.696851021198115
"33","WEST   ","MISC                          ",36984.5,10575,0.382067075885716,0.30098021357499
"34","WEST   ","OUTDOOR                       ",18789.86,1926,0.19410798757593,0.0548168218766365
"35","WEST   ","PERSONAL CARE                 ",304912.05,92568,3.14988320366152,2.63462282838862
"36","WEST   ","PET                           ",183535.29,66665,1.89600485533499,1.89738495867392
"37","WEST   ","PRODUCE                       ",812223.060000001,496232,8.39064174184182,14.1235000796922
"38","WEST   ","SEAFOOD                       ",104200.41,14324,1.07643866903143,0.407682324278786
"39","WEST   ","SEASONAL PRODUCTS             ",10310.66,3113,0.106513910331404,0.0886006056604203
"40","WEST   ","SPECIALTY FOOD                ",39269.54,7362,0.40567260120259,0.209533459322844
"41","WEST   ","TOBACCO PRODUCTS              ",72318.69,8963,0.747085682385475,0.255100298276372
"42","WEST   ","TOYS                          ",19998.29,4379,0.206591631170208,0.124632846831667
